meaning,name
"- noun
+ quả mơ
",apricot
"- noun
+ sự phỏng chừng
+ sự phỏng định
",approximation
"- adverb
+ khoảng chừng
",approximately
"- written abbreviation
+ xấp xỉ, khoảng
",approx
"- adverb
",approvingly
"- adjective
+ đồng tình
",approving
"- adjective
+ gần đúng
- verb
+ gần giống với
",approximate
"- verb
+ tán thành
+ đồng ý
",approve
"- noun
",appropriateness
"- adverb
+ phù hợp
",appropriately
"- noun
+ sự ủng hộ
",approval
"- noun
+ sự tán thành
",approbation
"- adjective
+ phù hợp
- verb
+ chiếm đoạt
",appropriate
"- adjective
",approaching
"- noun
",apprehensiveness
"- verb
+ đến gần
- noun
+ sự đến gần
+ lối vào
+ sự tiếp cận
",approach
"- noun
+ sự học việc
",apprenticeship
"- adjective
+ dễ thân thiện
+ có thể đến được
",approachable
"- noun
+ người học việc
- verb
+ cho học việc
",apprentice
"- adjective
+ sợ hãi
",apprehensive
"- adverb
",apprehensively
"- verb
+ bắt giữ
+ hiểu
",apprehend
"- adverb
",appreciatively
"- adjective
+ tán thưởng
",appreciative
"- verb
+ cảm kích
+ đánh giá cao
+ hiểu
+ lên giá
",appreciate
"- noun
+ sự e sợ
+ sự hiểu
",apprehension
"- noun
+ sự cảm kích
+ sự đánh giá cao
+ sự hiểu biết
+ sự tăng giá
+ sự phê phán
",appreciation
"- adverb
",appreciably
"- adjective
+ có thể đánh giá được
",appreciable
"- verb
+ đánh giá
",appraise
"- adjective
",appointed
"- noun
+ cuộc hẹn
+ sự bổ nhiệm
",appointment
"- verb
+ chia ra từng phần
",apportion
"- verb
+ bổ nhiệm
+ định thời gian
",appoint
"- verb
+ đặt cái gì vào cái gì
+ áp dụng
+ thỉnh cầu/ yêu cầu
+ có ảnh hưởng
+ có hiệu lực
",apply
"- noun
+ sự đánh giá
",appraisal
"- adjective
",astounding
"- adjective
",astounded
"- adverb
",astonishingly
"- verb
+ làm sững sờ
",astound
"- adjective
",asthmatic
"- noun
",astonishment
"- verb
+ làm ngạc nhiên
",astonish
"- noun
+ bệnh hen
",asthma
"- adjective
",astonishing
"- noun
+ tiểu hành tinh
",asteroid
"- adjective
+ tự tin
",assured
"- noun
+ giả định
",assumption
"- noun
+ sự tự tin
+ sự bảo đảm
+ bảo hiểm
",assurance
"- noun
+ dấu *
",asterisk
"- verb
+ cam đoan
+ bảo đảm
",assure
"- adjective
+ làm ra vẻ
",assumed
"- verb
+ giả thiết rằng
+ đảm đương
+ giả bộ
",assume
"- noun
+ đủ loại
",assortment
"- adjective
+ hỗn hợp
",assorted
"- noun
",assimilation
"- verb
+ hỗ trợ
",assist
"- noun
+ trợ lý
+ người bán hàng
",assistant
"- noun
+ sự hỗ trợ
",assistance
"- verb
+ tiêu hoá
",assimilate
"- noun
+ nhiệm vụ
",assignment
"- noun
+ vật quí
",asset
"- adjective
+ siêng năng
",assiduous
"- noun plural
+ tài sản
",assets
"- verb
+ phân công
+ chỉ định
",assign
"- noun
",assessment
"- adverb
",assiduously
"- noun
",assessor
"- noun
",assertiveness
"- adverb
",assertively
"- verb
+ ước định
+ định giá
",assess
"- verb
+ khẳng định
+ cương quyết
",assert
"- noun
",assertion
"- noun
+ dây chuyền lắp ráp
",assembly line
"- adjective
+ xác nhận
",assertive
"- noun
+ sự đồng ý
- verb
+ đồng ý
",assent
"- noun
+ hội nghị
+ sự hội họp
",assembly
"- verb
+ tụ tập
+ tập hợp
+ lắp ráp
",assemble
"- verb
+ ám sát
",assassinate
"- abbreviation
+ máy rút tiền tự động
",ATM
"- noun
+ người tấn công
",assailant
"- noun
+ kẻ ám sát
",assassin
"- verb
+ đột kích
+ hiếp dâm
- noun
+ cuộc đột kích
+ hiếp dâm
",assault
"- noun
",assassination
"- noun
+ sách bản đồ
",atlas
"- noun singular
+ điền kinh
",athletics
"- adjective
+ thuộc điền kinh
+ khoẻ mạnh
",athletic
"- adjective
",atheistic
"- noun
+ vận động viên điền kinh
",athlete
"- noun
+ thuyết vô thần
",atheism
"- noun
+ người theo thuyết vô thần
",atheist
"- adjective
+ vận hành tự động
",automated
"- adjective
+ chuyên quyền
+ độc đoán
",autocratic
"- noun
+ người chuyên quyền
",autocrat
"- adverb
",automatically
"- adjective
+ tự động
+ vô ý thức
+ tất yếu
- noun
+ súng tự động
+ xe tự động
",automatic
"- noun
+ chế độ chuyên quyền
",autocracy
"- noun
+ bút tích
- verb
+ đề tên
",autograph
"- noun
+ tự truyện
",autobiography
"- noun
+ xe ô tô
+ tự động
- prefix
+ thuộc về chính mình
",auto
"- adjective
",autobiographical
"- noun
+ bệnh tự kỷ
",autism
"- adjective
",autistic
"- noun
+ tư cách một tác giả
",authorship
"- noun
",authorization
"- verb
+ uỷ quyền
",authorize
"- noun
+ quyền lực
+ chuyên gia
+ người có thẩm quyền
+ có uy tín
",authority
"- adverb
",authoritatively
"- noun
",authenticity
"- noun
+ sân sau
",backyard
"- adjective
+ độc tài
",authoritarian
"- noun
+ tác giả
",author
"- adjective
+ có thẩm quyền
",authoritative
"- noun
+ nơi chậm tiến
+ chỗ đọng nước
",backwater
"- noun
+ nước xoáy ngược
+ kết quả xấu
",backwash
"- noun
+ lực lượng hỗ trợ
+ bản sao dự phòng
+ dự phòng
",backup
"- adverb
+ về phía sau
+ giật lùi
+ ngược
",backwards
"- noun
",backwardness
"- noun
",backslash
"- noun
+ mông đít
",backside
"- noun
+ bơi ngửa
",backstroke
"- adjective
+ về phía sau
+ chậm hiểu
+ lạc hậu
",backward
"- noun
+ cú ve bóng
+ chữ viết ngả về phía trái
- adverb
+ về phía tay trái
",backhand
"- verb
+ đổ bể
+ nổ sớm
",backfire
"- noun
+ công việc tồn đọng
",backlog
"- noun
",backpacker
"- noun
+ cờ thỏ cáo
",backgammon
"- noun
+ balô
",backpack
"- noun
+ nền
+ bối cảnh
+ thông tin cá nhân
",background
"- noun
+ người ủng hộ
",backer
"- verb
+ ghi lùi ngày
+ bắt đầu tính từ
",backdate
"- noun
+ đau lưng
",backache
"- noun
+ xương sống
+ trụ cột
",backbone
"- noun
+ sự nói xấu sau lưng
",backbiting
"- adjective
+ mệt mỏi
",backbreaking
"- adjective
+ bất đối xứng
",asymmetrical
"- preposition
+ ở (địa điểm)
+ hướng vào (chỉ hướng)
+ vào lúc
+ trong tình trạng
+ ở mức
+ giá tiền
",at
"- noun
+ A còng
",at sign
"- adverb
",authentically
"- adjective
+ đích thực
",authentic
"- noun
",austerity
"- adjective
+ giản dị
",austere
"- adjective
+ có triển vọng
",auspicious
"- noun
+ tâm nhĩ
+ tai ngoài
+ chỗ lồi như dái tai
",auricle
"- noun
+ cô
",aunt
"- noun
+ cô
",auntie
"- noun
+ toả ra
",aura
"- adjective
+ thuộc về thính giác
",aural
"- noun
",augmentation
"- verb
+ tiên đoán
",augur
"- adjective
+ oai phong
- noun
+ tháng tám
",august
"- verb
+ tăng thêm
",augment
"- adjective
+ thuộc thính giác
",auditory
"- noun
+ thính phòng
",auditorium
"- written abbreviation
+ tháng tám
",Aug
"- noun
+ kiểm toán viên
",auditor
"- noun
+ thử giọng
- verb
",audition
"- noun plural
",audio-visual
"- noun
+ khán thính giả
+ sự tiếp kiến
",audience
"- noun
+ người đánh máy theo băng từ đã thu
",audio-typist
"- noun
+ kiểm toán
- verb
+ kiểm toán
",audit
"- prefix
+ âm thanh
",audio-
"- adverb
",audibly
"- adjective
+ nghe rõ
",audible
"- noun
",audibility
"- noun
",audacity
"- phrasal verb
+ lùi
+ nuốt lời
",back out
"- phrasal verb
+ ủng hộ
+ sao dự phòng
",back up
"- phrasal verb
+ quay lưng lại
",back on to
"- phrasal verb
+ rút lui
+ ngừng chỉ trích
+ rút lại
",back off
"- noun
+ số tạp chí cũ
",back number
"- phrasal verb
+ thoái lui
",back down
"- noun
+ người đàn ông độc thân
",bachelor
"- adjective
+ thuộc vi khuẩn
",bac’terial
"- noun
",babysitting
"- noun
+ cái lưng
+ lưng động vật
+ đằng sau
+ hậu vệ
- adjective
+ đằng sau
- adverb
+ trở lại
+ cách xa
+ quay trở lại
+ phản ứng lại
+ nghĩ lại
- verb
+ lùi
+ ủng hộ
+ đánh cuộc
",back
"- noun
",babysitter
"- verb
+ giữ trẻ
",babysit
"- adjective
+ như trẻ con
",babyish
"- noun
+ đàn piano cánh loại nhỏ
",baby grand
"- noun
+ đường loại B
",B-road
"- noun
+ trẻ nhỏ
+ con
",baby
"- noun
+ xe đẩy trẻ em
",baby buggy
"- noun
+ khỉ đầu chó
",baboon
"- noun
+ trẻ sơ sinh
+ cô nàng xinh xắn
+ em yêu
",babe
"- verb
+ nói lảm nhảm
+ rì rào
- noun
+ sự nói lảm nhảm; tiếng rì rào
",babble
"- abbreviation
+ bằng cử nhân chuyên ngành xã hội
",BA
"- abbreviation
+ chỗ ngủ qua đêm
",B and B
"- noun
+ chữ cái B
+ nốt si
+ điểm B
+ đối tượng B
",B
"- noun
+ sự an toàn
+ bệnh viện tâm thần
",asylum
"- noun
+ thiên văn học
",astronomy
"- noun
+ người tị nạn
",asylum seeker
"- noun
",astuteness
"- adverb
",astronomically
"- adjective
",astrological
"- preposition
+ xoạc chân
- adverb
+ dạng chân
",astride
"- noun
",astrologer
"- noun
",astronomer
"- adjective
+ rất lớn
+ thuộc về môn vũ trụ học
",astronomical
"- noun
+ thuật chiêm tinh
",astrology
"- noun
+ nhà du hành vũ trụ
",astronaut
"- adjective
+ nhạy bén
",astute
"- adjective
+ chệch hướng
",astray
"- adverb
",astoundingly
"- noun
+ bản quyết toán
",balance sheet
"- adjective
+ bắt đầu hói
",balding
"- adjective
+ hói
+ chim, động vật trụi lông
+ phô bày
",bald
"- noun
+ cán cân thanh toán
",balance of payments
"- noun
+ ban công
+ hàng ghế trên ban công nhà hát
",balcony
"- noun
+ sự thăng bằng
+ số dư
+ cái cân
+ sự cân bằng
- verb
+ làm cho cân bằng
+ giữ thăng bằng
",balance
"- adverb
+ thẳng thắn
",baldly
"- noun
+ bột nở
",baking powder
"- noun
+ sự nướng bánh
",baking
"- verb
+ nướng
+ nung
",bake
"- noun
+ hiệu bánh mì
",bakery
"- noun plural
+ đậu hầm
",baked beans
"- adjective
",baked
"- noun
+ vải len tuyết để bọc bàn ghế
",baize
"- noun
+ người làm bánh mì
+ người bán bánh mì
",baker
"- noun
+ mồi
- verb
+ mắc mồi
",bait
"- phrasal verb
+ bảo lãnh
+ nhảy dù khỏi máy bay hỏng)
",bail out
"- noun
+ tiền bảo lãnh
- noun
+ 1 trong 2 thanh ngang nằm trên bộ cọc gôn
",bail
"- noun
+ bánh mỳ que
",baguette
"- noun
+ toa hành lý
",baggage cart
"- noun plural
+ kèn túi
",bagpipes
"- adjective
+ rộng thùng thình
",baggy
"- noun
+ hành lý
",baggage
"- noun
+ bánh vòng
",bagel
"- noun
+ người phụ nữ vô gia cư
",bag lady
"- adjective
",baffling
"- adjective
+ túng thiếu
",badly off
"- verb
+ bối rối
",baffle
"- adverb
+ tồi; dở
+ lắm rất
- adjective
+ tồi tệ
",badly
"- noun
+ túi
+ mẻ săn
- verb
+ bỏ vào túi
+ săn được
",bag
"- noun
+ cầu lông
- adjective
",badminton
"- noun
",badness
"- noun
+ con lửng
- verb
+ làm phiền
",badger
"- noun
+ nhân vật phản diện
",baddie
"- noun
+ huy hiệu
",badge
"- adjective
+ táo bạo
",audacious
"- noun
+ cuộc bán đấu giá
- verb
+ bán đấu giá
",auction
"- noun
+ màu nâu vàng
",auburn
"- noun
+ người điểu khiển đấu giá
",auctioneer
"- noun
+ người làm công được nuôi cơm
",au pair
"- noun
+ cà tím
",aubergine
"- noun
+ người được uỷ quyền
+ luật sư
",attorney
"- noun
",attractiveness
"- verb
+ gán cho là
+ qui cho là
",attribute
"- adjective
+ hấp dẫn
+ quyến rũ
",attractive
"- verb
+ thu hút
+ hấp dẫn
",attract
"- noun
+ sự hấp dẫn
+ cái thu hút
",attraction
"- adverb
",attractively
"- adverb
",attentively
"- noun
+ quần áo
- verb
+ mặc quần áo
",attire
"- noun
+ quan điểm
+ tư thế
",attitude
"- noun
+ phòng áp mái
",attic
"- noun
",attentiveness
"- adjective
+ chăm chú
",attentive
"- noun
+ người phục vụ
",attendant
"- noun
+ sự chú ý
+ sự chăm sóc
+ sự tập trung
+ tư thế đứng nghiêm
",attention
"- noun
",attendance
"- noun
+ vi khuẩn học
",bacteriology
"- noun
+ nhân vật phản diện
",bad guy
"- verb
+ tham gia
+ chú ý
+ giải quyết
+ chăm sóc
",attend
"- adjective
+ bất thành
",attempted
"- adjective
",bacteriological
"- noun
",bacteriologist
"- adjective
+ xấu; dở; tồi
+ ác; xấu
+ khó chịu
+ thiu; hỏng
+ có hại
+ đau yếu
+ không khoẻ
+ nghiêm trọng
+ nợ khó đòi
",bad
"- noun plural
+ vi khuẩn
",bacteria
"- verb
+ đạt được
",attain
"- noun
",attainment
"- noun
+ thịt lợn muối xông khói
",bacon
"- noun
+ kẻ tấn công
",attacker
"- adjective
+ gắn bó
",attached
"- verb
+ cố gắng
- noun
+ sự nỗ lực
+ sự tấn công
",attempt
"- noun
+ phụ tùng
+ sự gắn bó
",attachment
"- verb
+ tấn công
+ chỉ trích
+ tấn công
+ bắt đầu giải quyết
- noun
+ sự tấn công
+ cơn bột phát
",attack
"- verb
+ gắn
",attach
"- verb
+ sự teo
+ kiệt quệ
",atrophy
"- adverb
",atrociously
"- noun
+ sự tàn bạo
",atrocity
"- noun
",atrociousness
"- verb
+ chuộc lỗi
",atone
"- preposition
+ trên đỉnh
",atop
"- noun
+ giếng trời
+ tâm nhĩ
",atrium
"- adjective
+ tồi tệ
+ tàn bạo
",atrocious
"- noun
+ hóa trị
",atomicity
"- noun
+ lớp khí quyển
+ không khí
",atmosphere
"- adjective
",atomic
"- noun
+ năng lượng nguyên tử
",atomic power
"- adjective
",atmospheric
"- noun
+ nguyên tử
+ vật nhỏ
",atom
"- noun
+ bom nguyên tử
",atom bomb
"- noun
+ năng lượng nguyên tử
",atomic energy
"- noun
+ áp suất khí quyển
",atmospheric pressure
"- noun
+ trục bánh xe
",axle
"- exclamation
+ nhất trí
",aye
"- noun
+ trục
+ trục đồ thị
",axis
"- noun
",awkwardness
"- adjective
+ không như mong đợi
",awry
"- noun
+ vải che
",awning
"- noun
+ chân lý
",axiom
"- noun
+ cái rìu
- verb
+ sa thải
+ giảm bớt
",axe
"- adverb
",awkwardly
"- adjective
+ vụng về
+ lúng túng/ ngượng nghịu
",awkward
"- adverb
+ một lúc
",awhile
"- adverb
+ vô cùng
",awfully
"- noun
",awfulness
"- adjective
+ kinh sợ
",awestruck
"- adjective
+ khủng khiếp
+ kinh khủng
+ khủng khiếp
",awful
"- noun
+ sợ hãi
- verb
+ làm sợ hãi
",awe
"- adverb
+ xa
+ tránh xa
+ mất
+ liên tục
+ bên sân đối phương
",away
"- adjective
+ ngập
+ tràn ngập
",awash
"- noun
",awareness
"- verb
+ đánh thức
+ dấy lên
",awaken
"- noun
+ thức tỉnh
",awakening
"- adjective
+ nhận thức
",aware
"- verb
+ thưởng
+ phạt
- noun
+ giải thưởng
",award
"- verb
+ đợi
",await
"- adjective
+ được thừa nhận
",avowed
"- verb
+ thừa nhận
",avow
"- verb
+ thức giấc
- adjective
+ thức
",awake
"- adjective
+ khao khát
",avid
"- noun
",avoidance
"- adverb
",avidly
"- adjective
",avoidable
"- noun
+ quả bơ
",avocado
"- verb
+ tránh
",avoid
"- noun
+ chuồng chim
",aviary
"- noun
+ hàng không
+ sự thiết kế chế tạo máy bay
",aviation
"- verb
+ ngoảnh đi
+ ngăn ngừa
",avert
"- written abbreviation
+ đại lộ
",Ave
"- noun
",avenger
"- adjective
+ không thích
",averse
"- noun
+ trung bình
- adjective
+ trung bình
+ theo chuẩn mực thông thường
- verb
+ tính trung bình
",average
"- noun
+ ác cảm
",aversion
"- noun
+ đại lộ
+ đường
",avenue
"- verb
+ báo thù
",avenge
"- adjective
",avaricious
"- noun
+ tuyết lở
",avalanche
"- adjective
+ đi tiên phong
",avant-garde
"- noun
+ tính hám lợi
",avarice
"- adjective
+ sẵn sàng
",available
"- adjective
+ bổ trợ
- noun
+ người phụ tá
+ lính chi viện
",auxiliary
"- noun
+ trợ động từ
",auxiliary verb
"- noun
",availability
"- adjective
",autumnal
"- noun
+ mùa thu
",autumn
"- noun
",autotrophy
"- noun
+ quyền tự trị
",autonomy
"- adjective
",autotrophic
"- noun
+ sinh vật tự dưỡng
",autotroph
"- noun
+ sự khám nghiệm tử thi
",autopsy
"- adjective
+ tự trị
",autonomous
"- adjective
+ thuộc động cơ
",automotive
"- noun
+ tiệc lớn
",banquet
"- noun
+ sự tự động hoá
",automation
"- noun
+ máy tự động
",automaton
"- noun
+ xe ô tô
",automobile
"- adjective
+ phá sản
- noun
+ người phá sản
- verb
+ làm phá sản
",bankrupt
"- noun
",bankruptcy
"- noun
+ ngọn cờ
+ biểu ngữ
",banner
"- noun
+ giấy bạc
",banknote
"- phrasal verb
+ trông cậy vào ai/ cái gì
",bank on
"- noun
+ chủ ngân hàng
",banker
"- noun
+ ngày ngân hàng đóng cửa
",bank holiday
"- noun
+ thẻ lĩnh séc
",banker’s card
"- noun
+ sổ ghi tiền gửi ngân hàng
",bank book
"- noun
+ bờ (sông)
+ đống
+ bãi ngầm
- verb
+ chất đống
+ nghiêng đi
- noun
+ ngân hàng
+ kho lưu giữ
- verb
+ gửi tiền vào ngân hàng
- noun
+ hàng loạt
",bank
"- noun
+ tài khoản ngân hàng
",bank account
"- noun
+ thành cầu thang
+ lan can
",banister
"- noun
+ đàn banjô
",banjo
"- noun
",banishment
"- noun
+ vòng đeo tay, chân
",bangle
"- verb
+ trục xuất
",banish
"- noun
+ kẻ cướp
",bandit
"- adjective
",bandy-legged
"- noun
+ tiếng sập mạnh
+ tiếng đập mạnh
- verb
+ sập
+ nện đau
+ vang lên
",bang
"- noun
+ xúc xích
+ pháo đại
",banger
"- noun
+ băng gạc
- verb
+ băng bó
",bandage
"- adjective
+ (chân) vòng kiềng
",bandy
"- verb
+ lúng túng
",bamboozle
"- noun
+ quả chuối; cây chuối
",banana
"- noun
+ cây gỗ bấc
+ gỗ bấc
",balsa
"- noun
+ một loại băng keo dùng để băng tạm lên vết thương
",Band-Aid
"- noun
+ đai, nẹp
+ dải băng; đường kẻ
+ làn sóng
- noun
+ toán; tốp
+ ban nhạc
- verb
+ tụ thành một nhóm
",band
"- noun
+ cây tre
",bamboo
